股票代码,股票名称,交易所,板块
601860,紫金银行,SH,沪市主板
601865,福莱特,SH,沪市主板
601866,中远海发,SH,沪市主板
601868,中国能建,SH,沪市主板
601869,长飞光纤,SH,沪市主板
601872,招商轮船,SH,沪市主板
601877,正泰电器,SH,沪市主板
601878,浙商证券,SH,沪市主板
601880,辽港股份,SH,沪市主板
601881,中国银河,SH,沪市主板
601882,海天精工,SH,沪市主板
601886,江河集团,SH,沪市主板
601888,中国中免,SH,沪市主板
601890,亚星锚链,SH,沪市主板
601898,中煤能源,SH,沪市主板
601899,紫金矿业,SH,沪市主板
601900,南方传媒,SH,沪市主板
601901,方正证券,SH,沪市主板
601908,京运通,SH,沪市主板
601916,浙商银行,SH,沪市主板
601918,新集能源,SH,沪市主板
601919,中远海控,SH,沪市主板
601921,浙版传媒,SH,沪市主板
601928,凤凰传媒,SH,沪市主板
601929,吉视传媒,SH,沪市主板
601933,永辉超市,SH,沪市主板
601939,建设银行,SH,沪市主板
601949,中国出版,SH,沪市主板
601952,苏垦农发,SH,沪市主板
601956,东贝集团,SH,沪市主板
601958,金钼股份,SH,沪市主板
601963,重庆银行,SH,沪市主板
601965,中国汽研,SH,沪市主板
601966,玲珑轮胎,SH,沪市主板
601968,宝钢包装,SH,沪市主板
601969,海南矿业,SH,沪市主板
601975,招商南油,SH,沪市主板
601985,中国核电,SH,沪市主板
601988,中国银行,SH,沪市主板
601990,南京证券,SH,沪市主板
601991,大唐发电,SH,沪市主板
601992,金隅集团,SH,沪市主板
601995,中金公司,SH,沪市主板
601996,丰林集团,SH,沪市主板
601997,贵阳银行,SH,沪市主板
601998,中信银行,SH,沪市主板
601999,出版传媒,SH,沪市主板
603000,人民网,SH,沪市主板
603001,奥康国际,SH,沪市主板
603002,宏昌电子,SH,沪市主板
603005,晶方科技,SH,沪市主板
603006,联明股份,SH,沪市主板
603007,顺景科技,SH,沪市主板
603009,北特科技,SH,沪市主板
603010,万盛股份,SH,沪市主板
603011,合锻智能,SH,沪市主板
603012,创力集团,SH,沪市主板
603013,亚普股份,SH,沪市主板
603015,弘讯科技,SH,沪市主板
603016,新宏泰,SH,沪市主板
603017,中衡设计,SH,沪市主板
603018,华设集团,SH,沪市主板
603019,中科曙光,SH,沪市主板
603020,爱普股份,SH,沪市主板
603022,新通联,SH,沪市主板
603023,威帝股份,SH,沪市主板
603025,大豪科技,SH,沪市主板
603026,石大胜华,SH,沪市主板
603027,千禾味业,SH,沪市主板
603028,赛福天,SH,沪市主板
603029,天鹅股份,SH,沪市主板
603030,全筑股份,SH,沪市主板
603031,安孚科技,SH,沪市主板
603032,德新科技,SH,沪市主板
603033,三维股份,SH,沪市主板
603035,常熟汽饰,SH,沪市主板
603036,如通股份,SH,沪市主板
603037,凯众股份,SH,沪市主板
603038,华立股份,SH,沪市主板
603039,泛微网络,SH,沪市主板
603040,新坐标,SH,沪市主板
603041,美思德,SH,沪市主板
603042,华脉科技,SH,沪市主板
603043,广州酒家,SH,沪市主板
603045,福达合金,SH,沪市主板
603048,浙江黎明,SH,沪市主板
603050,科林电气,SH,沪市主板
603051,鹿山新材,SH,沪市主板
603053,成都燃气,SH,沪市主板
603055,台华新材,SH,沪市主板
603056,德邦股份,SH,沪市主板
603058,永吉股份,SH,沪市主板
603059,倍加洁,SH,沪市主板
603060,国检集团,SH,沪市主板
603063,禾望电气,SH,沪市主板
603066,音飞储存,SH,沪市主板
603067,振华股份,SH,沪市主板
603068,博通集成,SH,沪市主板
603069,海汽集团,SH,沪市主板
603070,万控智造,SH,沪市主板
603071,物产环能,SH,沪市主板
603076,乐惠国际,SH,沪市主板
603077,和邦生物,SH,沪市主板
603078,江化微,SH,沪市主板
603079,圣达生物,SH,沪市主板
603080,新疆火炬,SH,沪市主板
603081,大丰实业,SH,沪市主板
603083,剑桥科技,SH,沪市主板
603085,天成自控,SH,沪市主板
603086,先达股份,SH,沪市主板
603087,甘李药业,SH,沪市主板
603088,宁波精达,SH,沪市主板
603089,正裕工业,SH,沪市主板
603090,宏盛股份,SH,沪市主板
603093,南华期货,SH,沪市主板
603095,越剑智能,SH,沪市主板
603096,新经典,SH,沪市主板
603098,森特股份,SH,沪市主板
603099,长白山,SH,沪市主板
603100,川仪股份,SH,沪市主板
603101,汇嘉时代,SH,沪市主板
603102,百合股份,SH,沪市主板
603103,横店影视,SH,沪市主板
603105,芯能科技,SH,沪市主板
603106,恒银科技,SH,沪市主板
603108,润达医疗,SH,沪市主板
603109,神驰机电,SH,沪市主板
603110,东方材料,SH,沪市主板
603111,康尼机电,SH,沪市主板
603112,华翔股份,SH,沪市主板
603113,金能科技,SH,沪市主板
603115,海星股份,SH,沪市主板
603116,红蜻蜓,SH,沪市主板
603117,万林物流,SH,沪市主板
603118,共进股份,SH,沪市主板
603121,华培动力,SH,沪市主板
603122,合富中国,SH,沪市主板
603123,翠微股份,SH,沪市主板
603126,中材节能,SH,沪市主板
603127,昭衍新药,SH,沪市主板
603128,华贸物流,SH,沪市主板
603129,春风动力,SH,沪市主板
603131,上海沪工,SH,沪市主板
603132,金徽股份,SH,沪市主板
603136,天目湖,SH,沪市主板
603138,海量数据,SH,沪市主板
603139,康惠股份,SH,沪市主板
603150,万朗磁塑,SH,沪市主板
603155,新亚强,SH,沪市主板
603156,养元饮品,SH,沪市主板
603158,腾龙股份,SH,沪市主板
603159,上海亚虹,SH,沪市主板
603160,汇顶科技,SH,沪市主板
603161,科华控股,SH,沪市主板
603165,荣晟环保,SH,沪市主板
603166,福达股份,SH,沪市主板
603167,渤海轮渡,SH,沪市主板
603168,莎普爱思,SH,沪市主板
603169,兰石重装,SH,沪市主板
603171,税友股份,SH,沪市主板
603176,汇通集团,SH,沪市主板
603177,德创环保,SH,沪市主板
603178,圣龙股份,SH,沪市主板
603179,新泉股份,SH,沪市主板
603180,金牌家居,SH,沪市主板
603181,皇马科技,SH,沪市主板
603183,建研院,SH,沪市主板
603185,弘元绿能,SH,沪市主板
603186,华正新材,SH,沪市主板
603187,海容冷链,SH,沪市主板
603188,亚邦股份,SH,沪市主板
603192,汇得科技,SH,沪市主板
603195,公牛集团,SH,沪市主板
603196,璞源材料,SH,沪市主板
603197,保隆科技,SH,沪市主板
603198,迎驾贡酒,SH,沪市主板
603199,九华旅游,SH,沪市主板
603200,上海洗霸,SH,沪市主板
603203,快克智能,SH,沪市主板
603208,江山欧派,SH,沪市主板
603209,兴通股份,SH,沪市主板
603212,赛伍技术,SH,沪市主板
603213,镇洋发展,SH,沪市主板
603214,爱婴室,SH,沪市主板
603215,比依股份,SH,沪市主板
603216,梦天家居,SH,沪市主板
603217,元利科技,SH,沪市主板
603218,日月股份,SH,沪市主板
603219,富佳股份,SH,沪市主板
603220,中贝通信,SH,沪市主板
603221,爱丽家居,SH,沪市主板
603222,济民健康,SH,沪市主板
603223,恒通股份,SH,沪市主板
603225,新凤鸣,SH,沪市主板
603226,菲林格尔,SH,沪市主板
603227,雪峰科技,SH,沪市主板
603228,景旺电子,SH,沪市主板
603229,奥翔药业,SH,沪市主板
603230,内蒙新华,SH,沪市主板
603232,格尔软件,SH,沪市主板
603233,大参林,SH,沪市主板
603236,移远通信,SH,沪市主板
603238,诺邦股份,SH,沪市主板
603239,浙江仙通,SH,沪市主板
603256,宏和科技,SH,沪市主板
603258,电魂网络,SH,沪市主板
603259,药明康德,SH,沪市主板
603260,合盛硅业,SH,沪市主板
603261,立航科技,SH,沪市主板
603266,天龙股份,SH,沪市主板
603267,鸿远电子,SH,沪市主板
603268,松发股份,SH,沪市主板
603269,海鸥股份,SH,沪市主板
603277,银都股份,SH,沪市主板
603278,大业股份,SH,沪市主板
603279,景津装备,SH,沪市主板
603283,赛腾股份,SH,沪市主板
603286,日盈电子,SH,沪市主板
603288,海天味业,SH,沪市主板
603289,泰瑞机器,SH,沪市主板
603290,斯达半导,SH,沪市主板
603297,永新光学,SH,沪市主板
603298,杭叉集团,SH,沪市主板
603299,苏盐井神,SH,沪市主板
603300,海南华铁,SH,沪市主板
603301,振德医疗,SH,沪市主板
603303,得邦照明,SH,沪市主板
603305,旭升集团,SH,沪市主板
603306,华懋科技,SH,沪市主板
603308,应流股份,SH,沪市主板
603309,维力医疗,SH,沪市主板
603311,金海高科,SH,沪市主板
603313,梦百合,SH,沪市主板
603315,福鞍股份,SH,沪市主板
603316,诚邦股份,SH,沪市主板
603317,天味食品,SH,沪市主板
603318,水发燃气,SH,沪市主板
603319,美湖股份,SH,沪市主板
603320,迪贝电气,SH,沪市主板
603321,梅轮电梯,SH,沪市主板
603322,超讯科技,SH,沪市主板
603323,苏农银行,SH,沪市主板
603324,盛剑科技,SH,沪市主板
603326,我乐家居,SH,沪市主板
603327,福蓉科技,SH,沪市主板
603328,依顿电子,SH,沪市主板
603329,上海雅仕,SH,沪市主板
603330,天洋新材,SH,沪市主板
603331,百达精工,SH,沪市主板
603332,苏州龙杰,SH,沪市主板
603333,福华尚纬,SH,沪市主板
603335,迪生力,SH,沪市主板
603336,宏辉果蔬,SH,沪市主板
603337,杰克科技,SH,沪市主板
603338,浙江鼎力,SH,沪市主板
603339,四方科技,SH,沪市主板
603345,安井食品,SH,沪市主板
603348,文灿股份,SH,沪市主板
603351,威尔药业,SH,沪市主板
603353,和顺石油,SH,沪市主板
603355,莱克电气,SH,沪市主板
603356,华菱精工,SH,沪市主板
603357,设计总院,SH,沪市主板
603358,华达科技,SH,沪市主板
603360,百傲化学,SH,沪市主板
603363,傲农生物,SH,沪市主板
603365,水星家纺,SH,沪市主板
603366,日出东方,SH,沪市主板
603367,辰欣药业,SH,沪市主板
603368,柳药集团,SH,沪市主板
603369,今世缘,SH,沪市主板
603379,三美股份,SH,沪市主板
603380,易德龙,SH,沪市主板
603383,顶点软件,SH,沪市主板
603385,惠达卫浴,SH,沪市主板
603386,骏亚科技,SH,沪市主板
603387,基蛋生物,SH,沪市主板
603389,亚振家居,SH,沪市主板
603390,通达电气,SH,沪市主板
603392,万泰生物,SH,沪市主板
603393,新天然气,SH,沪市主板
603396,金辰股份,SH,沪市主板
603399,永杉锂业,SH,沪市主板
603408,建霖家居,SH,沪市主板
603416,信捷电气,SH,沪市主板
603421,鼎信通讯,SH,沪市主板
603439,三力制药,SH,沪市主板
603444,吉比特,SH,沪市主板
603456,九洲药业,SH,沪市主板
603458,勘设股份,SH,沪市主板
603466,风语筑,SH,沪市主板
603477,巨星农牧,SH,沪市主板
603486,科沃斯,SH,沪市主板
603488,展鹏科技,SH,沪市主板
603489,八方股份,SH,沪市主板
603496,恒为科技,SH,沪市主板
603499,翔港科技,SH,沪市主板
603500,祥和实业,SH,沪市主板
603501,豪威集团,SH,沪市主板
603505,金石资源,SH,沪市主板
603506,南都物业,SH,沪市主板
603507,振江股份,SH,沪市主板
603508,思维列控,SH,沪市主板
603511,爱慕股份,SH,沪市主板
603515,欧普照明,SH,沪市主板
603516,淳中科技,SH,沪市主板
603518,锦泓集团,SH,沪市主板
603519,立霸股份,SH,沪市主板
603520,司太立,SH,沪市主板
603527,众源新材,SH,沪市主板
603528,多伦科技,SH,沪市主板
603529,爱玛科技,SH,沪市主板
603530,神马电力,SH,沪市主板
603533,掌阅科技,SH,沪市主板
603535,嘉诚国际,SH,沪市主板
603536,惠发食品,SH,沪市主板
603538,美诺华,SH,沪市主板
603551,奥普科技,SH,沪市主板
603556,海兴电力,SH,沪市主板
603558,健盛集团,SH,沪市主板
603559,中通国脉,SH,沪市主板
603565,中谷物流,SH,沪市主板
603566,普莱柯,SH,沪市主板
603567,珍宝岛,SH,沪市主板
603568,伟明环保,SH,沪市主板
603569,长久物流,SH,沪市主板
603577,汇金通,SH,沪市主板
603578,三星新材,SH,沪市主板
603579,荣泰健康,SH,沪市主板
603580,艾艾精工,SH,沪市主板
603583,捷昌驱动,SH,沪市主板
603585,苏利股份,SH,沪市主板
603586,金麒麟,SH,沪市主板
603587,地素时尚,SH,沪市主板
603588,高能环境,SH,沪市主板
603589,口子窖,SH,沪市主板
603590,康辰药业,SH,沪市主板
603596,伯特利,SH,沪市主板
603598,引力传媒,SH,沪市主板
603599,广信股份,SH,沪市主板
603600,永艺股份,SH,沪市主板
603601,再升科技,SH,沪市主板
603602,纵横通信,SH,沪市主板
603605,珀莱雅,SH,沪市主板
603606,东方电缆,SH,沪市主板
603607,京华激光,SH,沪市主板
603608,天创时尚,SH,沪市主板
603609,禾丰股份,SH,沪市主板
603610,麒盛科技,SH,沪市主板
603611,诺力股份,SH,沪市主板
603612,索通发展,SH,沪市主板
603613,国联股份,SH,沪市主板
603615,茶花股份,SH,沪市主板
603616,韩建河山,SH,沪市主板
603617,君禾股份,SH,沪市主板
603618,杭电股份,SH,沪市主板
603619,中曼石油,SH,沪市主板
603626,科森科技,SH,沪市主板
603628,清源股份,SH,沪市主板
603629,利通电子,SH,沪市主板
603630,拉芳家化,SH,沪市主板
603633,徕木股份,SH,沪市主板
603636,南威软件,SH,沪市主板
603637,镇海股份,SH,沪市主板
603638,艾迪精密,SH,沪市主板
603639,海利尔,SH,沪市主板
603648,畅联股份,SH,沪市主板
603650,彤程新材,SH,沪市主板
603655,朗博科技,SH,沪市主板
603656,泰禾智能,SH,沪市主板
603657,春光科技,SH,沪市主板
603658,安图生物,SH,沪市主板
603659,璞泰来,SH,沪市主板
603660,苏州科达,SH,沪市主板
603661,恒林股份,SH,沪市主板
603662,柯力传感,SH,沪市主板
603663,三祥新材,SH,沪市主板
603665,康隆达,SH,沪市主板
603666,亿嘉和,SH,沪市主板
603667,五洲新春,SH,沪市主板
603668,天马科技,SH,沪市主板
603669,灵康药业,SH,沪市主板
603676,卫信康,SH,沪市主板
603677,奇精机械,SH,沪市主板
603678,火炬电子,SH,沪市主板
603679,华体科技,SH,沪市主板
603680,今创集团,SH,沪市主板
603681,永冠新材,SH,沪市主板
603682,锦和商管,SH,沪市主板
603683,晶华新材,SH,沪市主板
603685,晨丰科技,SH,沪市主板
603686,福龙马,SH,沪市主板
603687,大胜达,SH,沪市主板
603688,石英股份,SH,沪市主板
603689,皖天然气,SH,沪市主板
603690,至纯科技,SH,沪市主板
603693,江苏新能,SH,沪市主板
603696,安记食品,SH,沪市主板
603697,有友食品,SH,沪市主板
603698,航天工程,SH,沪市主板
603699,纽威股份,SH,沪市主板
603700,宁水集团,SH,沪市主板
603701,德宏股份,SH,沪市主板
603703,盛洋科技,SH,沪市主板
603706,东方环宇,SH,沪市主板
603707,健友股份,SH,沪市主板
603708,家家悦,SH,沪市主板
603709,中源家居,SH,沪市主板
603711,香飘飘,SH,沪市主板
603712,七一二,SH,沪市主板
603713,密尔克卫,SH,沪市主板
603716,塞力医疗,SH,沪市主板
603717,天域生物,SH,沪市主板
603719,良品铺子,SH,沪市主板
603721,中广天择,SH,沪市主板
603722,阿科力,SH,沪市主板
603725,天安新材,SH,沪市主板
603726,朗迪集团,SH,沪市主板
603727,博迈科,SH,沪市主板
603728,鸣志电器,SH,沪市主板
603730,岱美股份,SH,沪市主板
603733,仙鹤股份,SH,沪市主板
603737,三棵树,SH,沪市主板
603738,泰晶科技,SH,沪市主板
603739,蔚蓝生物,SH,沪市主板
603755,日辰股份,SH,沪市主板
603757,大元泵业,SH,沪市主板
603758,秦安股份,SH,沪市主板
603759,海天股份,SH,沪市主板
603766,隆鑫通用,SH,沪市主板
603767,中马传动,SH,沪市主板
603768,常青股份,SH,沪市主板
603773,沃格光电,SH,沪市主板
603776,永安行,SH,沪市主板
603777,来伊份,SH,沪市主板
603778,国晟科技,SH,沪市主板
603779,威龙股份,SH,沪市主板
603786,科博达,SH,沪市主板
603787,新日股份,SH,沪市主板
603788,宁波高发,SH,沪市主板
603790,雅运股份,SH,沪市主板
603797,联泰环保,SH,沪市主板
603798,康普顿,SH,沪市主板
603799,华友钴业,SH,沪市主板
603800,洪田股份,SH,沪市主板
603801,志邦家居,SH,沪市主板
603803,瑞斯康达,SH,沪市主板
603806,福斯特,SH,沪市主板
603808,歌力思,SH,沪市主板
603809,豪能股份,SH,沪市主板
603810,丰山集团,SH,沪市主板
603811,诚意药业,SH,沪市主板
603813,原尚股份,SH,沪市主板
603815,交建股份,SH,沪市主板
603816,顾家家居,SH,沪市主板
603817,海峡环保,SH,沪市主板
603818,曲美家居,SH,沪市主板
603819,神力股份,SH,沪市主板
603823,百合花,SH,沪市主板
603826,坤彩科技,SH,沪市主板
603829,洛凯股份,SH,沪市主板
603833,欧派家居,SH,沪市主板
603836,海程邦达,SH,沪市主板
603839,安正时尚,SH,沪市主板
603848,好太太,SH,沪市主板
603855,华荣股份,SH,沪市主板
603856,东宏股份,SH,沪市主板
603858,步长制药,SH,沪市主板
603859,能科科技,SH,沪市主板
603860,中公高科,SH,沪市主板
603861,白云电器,SH,沪市主板
603863,松炀资源,SH,沪市主板
603866,桃李面包,SH,沪市主板
603867,新化股份,SH,沪市主板
603868,飞科电器,SH,沪市主板
603871,嘉友国际,SH,沪市主板
603876,鼎胜新材,SH,沪市主板
603877,太平鸟,SH,沪市主板
603878,武进不锈,SH,沪市主板
603879,永悦科技,SH,沪市主板
603880,南卫股份,SH,沪市主板
603881,数据港,SH,沪市主板
603882,金域医学,SH,沪市主板
603883,老百姓,SH,沪市主板
603885,吉祥航空,SH,沪市主板
603886,元祖股份,SH,沪市主板
603887,城地香江,SH,沪市主板
603888,新华网,SH,沪市主板
603889,新澳股份,SH,沪市主板
603890,春秋电子,SH,沪市主板
603893,瑞芯微,SH,沪市主板
603895,天永智能,SH,沪市主板
603896,寿仙谷,SH,沪市主板
603897,长城科技,SH,沪市主板
603898,好莱客,SH,沪市主板
603899,晨光股份,SH,沪市主板
603900,莱绅通灵,SH,沪市主板
603901,永创智能,SH,沪市主板
603903,中持股份,SH,沪市主板
603906,龙蟠科技,SH,沪市主板
603908,牧高笛,SH,沪市主板
603909,建发合诚,SH,沪市主板
603912,佳力图,SH,沪市主板
603915,国茂股份,SH,沪市主板
603916,苏博特,SH,沪市主板
603917,合力科技,SH,沪市主板
603918,金桥信息,SH,沪市主板
603919,金徽酒,SH,沪市主板
603920,世运电路,SH,沪市主板
603926,铁流股份,SH,沪市主板
603927,中科软,SH,沪市主板
603928,兴业股份,SH,沪市主板
603929,亚翔集成,SH,沪市主板
603931,格林达,SH,沪市主板
603933,睿能科技,SH,沪市主板
603936,博敏电子,SH,沪市主板
603937,丽岛新材,SH,沪市主板
603938,三孚股份,SH,沪市主板
603939,益丰药房,SH,沪市主板
603948,建业股份,SH,沪市主板
603949,雪龙集团,SH,沪市主板
603950,长源东谷,SH,沪市主板
603955,大千生态,SH,沪市主板
603956,威派格,SH,沪市主板
603958,哈森股份,SH,沪市主板
603960,克来机电,SH,沪市主板
603966,法兰泰克,SH,沪市主板
603967,中创物流,SH,沪市主板
603968,醋化股份,SH,沪市主板
603969,银龙股份,SH,沪市主板
603970,中农立华,SH,沪市主板
603976,正川股份,SH,沪市主板
603977,国泰集团,SH,沪市主板
603978,深圳新星,SH,沪市主板
603979,金诚信,SH,沪市主板
603980,吉华集团,SH,沪市主板
603982,泉峰汽车,SH,沪市主板
603983,丸美生物,SH,沪市主板
603985,恒润股份,SH,沪市主板
603986,兆易创新,SH,沪市主板
603987,康德莱,SH,沪市主板
603988,中电电机,SH,沪市主板
603989,艾华集团,SH,沪市主板
603990,麦迪科技,SH,沪市主板
603991,领先股份,SH,沪市主板
603992,松霖科技,SH,沪市主板
603993,洛阳钼业,SH,沪市主板
603995,甬金股份,SH,沪市主板
603997,继峰股份,SH,沪市主板
603998,方盛制药,SH,沪市主板
603999,读者传媒,SH,沪市主板
605001,威奥股份,SH,沪市主板
605003,众望布艺,SH,沪市主板
605005,合兴股份,SH,沪市主板
605006,山东玻纤,SH,沪市主板
605007,五洲特纸,SH,沪市主板
605008,长鸿高科,SH,沪市主板
605009,豪悦护理,SH,沪市主板
605011,杭州热电,SH,沪市主板
605016,百龙创园,SH,沪市主板
605018,长华集团,SH,沪市主板
605020,永和股份,SH,沪市主板
605028,世茂能源,SH,沪市主板
605033,美邦股份,SH,沪市主板
605050,福然德,SH,沪市主板
605055,迎丰股份,SH,沪市主板
605056,咸亨国际,SH,沪市主板
605058,澳弘电子,SH,沪市主板
605060,联德股份,SH,沪市主板
605066,天正电气,SH,沪市主板
605068,明新旭腾,SH,沪市主板
605069,正和生态,SH,沪市主板
605077,华康股份,SH,沪市主板
605080,浙江自然,SH,沪市主板
605081,退市太和,SH,沪市主板
605086,龙高股份,SH,沪市主板
605088,冠盛股份,SH,沪市主板
605089,味知香,SH,沪市主板
605090,九丰能源,SH,沪市主板
605098,行动教育,SH,沪市主板
605099,共创草坪,SH,沪市主板
605100,华丰股份,SH,沪市主板
605108,同庆楼,SH,沪市主板
605111,新洁能,SH,沪市主板
605116,奥锐特,SH,沪市主板
605117,德业股份,SH,沪市主板
605118,力鼎光电,SH,沪市主板
605122,四方新材,SH,沪市主板
605123,派克新材,SH,沪市主板
605128,上海沿浦,SH,沪市主板
605133,嵘泰股份,SH,沪市主板
605136,丽人丽妆,SH,沪市主板
605138,盛泰集团,SH,沪市主板
605151,西上海,SH,沪市主板
605155,西大门,SH,沪市主板
605158,华达新材,SH,沪市主板
605162,新中港,SH,沪市主板
605166,聚合顺,SH,沪市主板
605167,利柏特,SH,沪市主板
605168,三人行,SH,沪市主板
605169,洪通燃气,SH,沪市主板
605177,东亚药业,SH,沪市主板
605178,时空科技,SH,沪市主板
605179,一鸣食品,SH,沪市主板
605180,华生科技,SH,沪市主板
605183,确成股份,SH,沪市主板
605186,健麾信息,SH,沪市主板
605188,国光连锁,SH,沪市主板
605189,富春染织,SH,沪市主板
605196,华通线缆,SH,沪市主板
605198,安德利,SH,沪市主板
605208,永茂泰,SH,沪市主板
605218,伟时电子,SH,沪市主板
605222,起帆电缆,SH,沪市主板
605228,神通科技,SH,沪市主板
605255,天普股份,SH,沪市主板
605258,协和电子,SH,沪市主板
605259,绿田机械,SH,沪市主板
605266,健之佳,SH,沪市主板
605268,王力安防,SH,沪市主板
605277,新亚电子,SH,沪市主板
605286,同力天启,SH,沪市主板
605287,德才股份,SH,沪市主板
605288,凯迪股份,SH,沪市主板
605289,罗曼股份,SH,沪市主板
605296,神农集团,SH,沪市主板
605298,必得科技,SH,沪市主板
605299,舒华体育,SH,沪市主板
605300,佳禾食品,SH,沪市主板
605303,园林股份,SH,沪市主板
605305,中际联合,SH,沪市主板
605318,法狮龙,SH,沪市主板
605319,无锡振华,SH,沪市主板
605333,沪光股份,SH,沪市主板
605337,李子园,SH,沪市主板
605338,巴比食品,SH,沪市主板
605339,南侨食品,SH,沪市主板
605358,立昂微,SH,沪市主板
605365,立达信,SH,沪市主板
605366,宏柏新材,SH,沪市主板
605368,蓝天燃气,SH,沪市主板
605369,拱东医疗,SH,沪市主板
605376,博迁新材,SH,沪市主板
605377,华旺科技,SH,沪市主板
605378,野马电池,SH,沪市主板
605388,均瑶健康,SH,沪市主板
605389,长龄液压,SH,沪市主板
605398,新炬网络,SH,沪市主板
605399,晨光新材,SH,沪市主板
605488,福莱新材,SH,沪市主板
605499,东鹏饮料,SH,沪市主板
605500,森林包装,SH,沪市主板
605507,国邦医药,SH,沪市主板
605555,德昌股份,SH,沪市主板
605566,福莱蒽特,SH,沪市主板
605567,春雪食品,SH,沪市主板
605577,龙版传媒,SH,沪市主板
605580,恒盛能源,SH,沪市主板
605588,冠石科技,SH,沪市主板
605589,圣泉集团,SH,沪市主板
605598,上海港湾,SH,沪市主板
605599,菜百股份,SH,沪市主板
688001,华兴源创,SH,科创板
688002,睿创微纳,SH,科创板
688003,天准科技,SH,科创板
688004,博汇科技,SH,科创板
688005,容百科技,SH,科创板
688006,杭可科技,SH,科创板
688007,光峰科技,SH,科创板
688008,澜起科技,SH,科创板
688009,中国通号,SH,科创板
688010,福光股份,SH,科创板
688011,新光光电,SH,科创板
688012,中微公司,SH,科创板
688013,天臣医疗,SH,科创板
688015,交控科技,SH,科创板
688016,心脉医疗,SH,科创板
688017,绿的谐波,SH,科创板
688018,乐鑫科技,SH,科创板
688019,安集科技,SH,科创板
688020,方邦股份,SH,科创板
688021,奥福科技,SH,科创板
688023,安恒信息,SH,科创板
688025,杰普特,SH,科创板
688026,洁特生物,SH,科创板
688027,国盾量子,SH,科创板
688028,沃尔德,SH,科创板
688029,南微医学,SH,科创板
688030,山石网科,SH,科创板
688032,禾迈股份,SH,科创板
688036,传音控股,SH,科创板
688037,芯源微,SH,科创板
688038,中科通达,SH,科创板
688039,当虹科技,SH,科创板
688048,长光华芯,SH,科创板
688049,炬芯科技,SH,科创板
688050,爱博医疗,SH,科创板
688051,佳华科技,SH,科创板
688055,龙腾光电,SH,科创板
688056,莱伯泰科,SH,科创板
688057,金达莱,SH,科创板
688058,宝兰德,SH,科创板
688059,华锐精密,SH,科创板
688060,云涌科技,SH,科创板
688062,迈威生物,SH,科创板
688063,派能科技,SH,科创板
688065,凯赛生物,SH,科创板
688067,爱威科技,SH,科创板
688068,热景生物,SH,科创板
688069,德林海,SH,科创板
688070,纵横股份,SH,科创板
688071,华依科技,SH,科创板
688075,安旭生物,SH,科创板
688077,大地熊,SH,科创板
688078,龙软科技,SH,科创板
688079,美迪凯,SH,科创板
688080,映翰通,SH,科创板
688081,兴图新科,SH,科创板
688082,盛美上海,SH,科创板
688083,中望软件,SH,科创板
688085,三友医疗,SH,科创板
688087,英科再生,SH,科创板
688088,虹软科技,SH,科创板
688089,嘉必优,SH,科创板
688090,瑞松科技,SH,科创板
688091,上海谊众,SH,科创板
688092,爱科科技,SH,科创板
688093,世华科技,SH,科创板
688095,福昕软件,SH,科创板
688096,京源环保,SH,科创板
688097,博众精工,SH,科创板
688098,申联生物,SH,科创板
688099,晶晨股份,SH,科创板
688100,威胜信息,SH,科创板
688101,三达膜,SH,科创板
688102,斯瑞新材,SH,科创板
688103,国力电子,SH,科创板
688105,诺唯赞,SH,科创板
688106,金宏气体,SH,科创板
688107,安路科技,SH,科创板
688108,赛诺医疗,SH,科创板
688109,品茗科技,SH,科创板
688110,东芯股份,SH,科创板
688111,金山办公,SH,科创板
688112,鼎阳科技,SH,科创板
688113,联测科技,SH,科创板
688115,思林杰,SH,科创板
688116,天奈科技,SH,科创板
688117,圣诺生物,SH,科创板
688118,普元信息,SH,科创板
688121,卓然股份,SH,科创板
688122,西部超导,SH,科创板
688123,聚辰股份,SH,科创板
688126,沪硅产业,SH,科创板
688127,蓝特光学,SH,科创板
688128,中国电研,SH,科创板
688129,东来技术,SH,科创板
688131,皓元医药,SH,科创板
688133,泰坦科技,SH,科创板
688135,利扬芯片,SH,科创板
688136,科兴制药,SH,科创板
688138,清溢光电,SH,科创板
688139,海尔生物,SH,科创板
688148,芳源股份,SH,科创板
688150,莱特光电,SH,科创板
688151,华强科技,SH,科创板
688155,先惠技术,SH,科创板
688156,路德科技,SH,科创板
688157,松井股份,SH,科创板
688158,优刻得,SH,科创板
688159,有方科技,SH,科创板
688160,步科股份,SH,科创板
688161,威高骨科,SH,科创板
688162,巨一科技,SH,科创板
688163,赛伦生物,SH,科创板
688165,埃夫特,SH,科创板
688166,博瑞医药,SH,科创板
688167,炬光科技,SH,科创板
688168,安博通,SH,科创板
688169,石头科技,SH,科创板
688171,纬德信息,SH,科创板
688173,希荻微,SH,科创板
688175,高凌信息,SH,科创板
688176,亚虹医药,SH,科创板
688177,百奥泰,SH,科创板
688178,万德斯,SH,科创板
688179,阿拉丁,SH,科创板
688180,君实生物,SH,科创板
688181,八亿时空,SH,科创板
688182,灿勤科技,SH,科创板
688183,生益电子,SH,科创板
688185,康希诺,SH,科创板
688186,广大特材,SH,科创板
688187,时代电气,SH,科创板
688188,柏楚电子,SH,科创板
688190,云路股份,SH,科创板
688191,智洋创新,SH,科创板
